frame,numero_pers,max_x,max_y,min_x,min_y,est_joueur
21,16,1170.07,116.047,1134.83,53.395,0
22,0,425.615,163.075,390.348,71.0795,0
22,2,948.748,149.403,854.753,63.2294,0
22,11,901.77,619.589,807.726,321.783,1
22,10,664.594,261.131,617.596,143.501,0
22,9,460.913,449.196,360.991,333.565,1
22,1,274.815,149.325,243.527,76.8829,0
22,6,261.108,149.465,176.84,71.1324,0
22,3,1064.31,147.394,1038.82,68.9673,0
22,7,315.876,147.337,268.871,72.9836,0
22,8,478.566,163.064,447.139,76.9041,0
22,12,172.901,149.342,145.482,69.1006,0
22,4,842.954,151.373,811.556,69.1158,0
22,13,954.608,149.385,903.695,69.0008,0
22,5,995.678,129.783,962.511,68.9527,0
22,14,513.766,151.436,490.252,80.7885,0
22,17,1027.09,116.169,929.1,68.9638,0
22,15,22.04,243.493,4.38559,159.128,0
22,17,1011.42,102.325,1009.42,78.8717,0
22,18,1211.2,116.148,1164.2,53.4179,0
22,16,1170.11,116.032,1136.79,53.3469,0
23,0,425.605,163.079,390.348,71.0925,0
23,11,903.662,619.564,807.679,321.758,1
23,2,899.774,149.399,854.757,63.2231,0
23,10,664.599,262.988,617.598,143.501,0
23,1,274.824,149.321,243.501,76.8767,0
23,8,478.565,163.083,447.167,73.0487,0
23,3,1064.29,147.388,1038.83,68.9666,0
23,6,225.856,149.475,178.719,71.1435,0
23,9,460.826,449.196,360.984,329.634,1
23,7,313.955,147.351,268.887,72.9784,0
23,12,261.121,147.5,145.489,69.0787,0
23,4,842.956,153.295,809.665,69.1109,0
23,13,954.606,149.399,919.313,67.1379,0
23,5,995.675,129.781,962.509,68.9513,0
23,14,513.769,151.33,490.303,80.7723,0
23,17,1027.1,116.153,903.73,80.7788,0
23,15,22.047,243.502,4.39202,159.135,0
23,3,1011.41,102.305,1009.45,80.7516,0
23,18,1211.17,117.988,1164.2,53.4214,0
23,16,1172.12,116.024,1136.8,53.3289,0
24,11,901.703,619.564,805.742,323.747,1
24,0,425.603,163.095,390.347,71.0866,0
24,2,899.774,149.39,854.76,63.2214,0
24,9,462.85,451.085,360.976,321.758,1
24,10,664.598,261.133,617.589,143.503,0
24,1,274.806,147.503,243.526,76.8777,0
24,8,478.565,163.087,447.173,73.0727,0
24,3,1064.27,147.393,1038.82,68.9641,0
24,6,225.822,149.465,178.718,71.1332,0
24,7,313.961,147.342,268.892,72.9686,0
24,4,842.964,153.299,809.668,69.1049,0
24,12,170.967,147.472,145.481,69.073,0
24,13,956.557,149.394,919.31,67.1365,0
24,5,993.859,129.781,962.51,68.9473,0
24,14,515.73,155.263,490.277,80.7856,0
24,17,1027.09,116.162,903.729,80.7809,0
24,15,22.0525,243.501,4.39015,159.172,0
24,3,1011.41,102.317,1009.44,80.7537,0
24,18,1209.29,116.112,1164.19,53.4314,0
24,16,1172.11,116.021,1136.81,53.3098,0
25,11,901.724,619.602,797.905,335.497,1
25,0,425.586,163.073,390.353,71.0906,0
25,2,948.764,149.426,854.773,63.2168,0
25,9,460.911,451.074,362.951,319.874,1
25,6,225.814,151.339,178.733,71.1357,0
25,1,274.79,149.347,243.527,76.882,0
25,10,664.597,261.127,617.567,143.494,0
25,3,1064.29,147.392,1038.82,68.9669,0
25,8,478.586,163.097,447.19,74.9131,0
25,7,315.878,123.951,282.575,72.9691,0
25,4,842.981,153.286,809.657,69.1032,0
25,12,170.953,149.341,145.484,69.067,0
25,5,993.853,129.749,962.531,67.1358,0
25,13,956.542,149.362,913.421,67.1068,0
25,14,515.719,157.214,490.275,80.7684,0
25,15,22.0509,243.499,4.38787,159.184,0
25,17,1027.1,116.148,1009.45,80.7688,0
25,18,1209.26,116.11,1164.2,53.4326,0
25,16,1170.11,114.146,1136.82,53.3348,0
26,11,901.741,619.662,792.065,349.199,1
26,0,425.594,163.049,390.356,71.0908,0
26,2,948.758,149.413,854.77,65.1077,0
26,9,462.818,449.126,366.886,313.993,1
26,10,664.589,261.119,617.567,143.497,0
26,1,274.809,149.35,243.512,76.8846,0
26,6,227.586,151.345,178.723,71.136,0
26,3,1064.28,147.395,1038.81,68.9658,0
26,8,478.59,163.082,447.199,74.9203,0
26,7,315.898,116.175,286.555,72.9755,0
26,4,842.984,153.311,809.634,69.0988,0
26,12,170.983,147.489,145.48,69.0613,0
26,5,993.858,129.759,909.565,67.1374,0
26,13,956.52,149.362,921.27,67.0893,0
26,17,1027.1,116.168,962.519,68.9747,0
26,14,515.73,155.301,490.308,80.7953,0
26,15,22.0505,243.498,4.38489,161.066,0
26,17,1011.41,102.34,1009.46,80.7823,0
26,18,1209.26,116.111,1164.22,53.4174,0
26,16,1170.14,116.017,1136.78,53.2991,0
27,11,903.691,619.639,790.106,357.066,1
27,0,425.595,163.08,390.349,71.0898,0
27,9,462.795,447.152,368.845,308.104,1
27,2,899.792,149.429,854.77,65.1198,0
27,6,227.763,151.371,178.738,71.1227,0
27,1,274.829,149.357,243.495,75.0053,0
27,3,1064.28,147.397,1038.8,68.9619,0
27,8,478.576,163.115,447.2,74.9171,0
27,7,315.861,147.517,261.065,72.9936,0
27,12,172.904,149.369,145.477,69.0554,0
